"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"xa1g","香橙早午餐","早餐","4.8","(100+)","taichung"
"e0jd","新高快炒","台式","4.7","(5000+)","taichung"
"b7iq","萬丹紅豆餅 (台中大雅店)","甜點","4.8","(500+)","taichung"
"fd2p","港頌","港式","4.9","(100+)","taichung"
"gb1c","馬蔥餅雙胞胎 (台中大雅店)","小吃","4.8","(100+)","taichung"
"wfys","䅠莫茶作TeaMore","飲料","4.8","(100+)","taichung"
"h45h","雷夢食代","飲料","5","(83)","taichung"
"w5o3","北港現炒小館","台式","4.6","(1000+)","taichung"
"a5gm","果然鮮果茶飲 (大雅學府店)","飲料","4.8","(1000+)","taichung"
"vh4y","萬里鄉關東煮","日式","4.4","(100+)","taichung"
"d1qn","柴居（大雅店）","台式","4.8","(5000+)","taichung"
"s8b6","美芳小吃館","台式","4.5","(91)","taichung"
"vlg6","神林湯包","中式","4.8","(77)","taichung"
"kh03","非你莫薯 (台中大雅店)","小吃","4","(28)","taichung"
"q56y","优輕食（台中大雅店）","健康餐","4.7","(100+)","taichung"
"agq7","老巷冰淇淋","甜點","3.7","(4)","taichung"
"d16u","拾玖鍋燒麵","台式","4.6","(100+)","taichung"
"taio","古釀楊桃汁 (台中大雅店)","飲料","4.8","(93)","taichung"
"l0d9","料多多飲品專賣","飲料","4.9","(100+)","taichung"
"a4ob","三Q茶鋪 (台中潭子大豐店)","飲料","4.9","(100+)","taichung"
"ai76","麥樂雞排炸食館","小吃","4.8","(15)","taichung"
"h4rj","億來雞肉飯涼麵（大里塗城店）","台式","4.8","(3000+)","taichung"
"e2m9","西西里義大利麵 (台中東海店)","歐美","4.7","(100+)","taichung"
"tphv","模範生蚵仔煎","台式","2.9","(6)","taichung"
"v7hp","SUBWAY (東海大學餐廳)","歐美","4.9","(2000+)","taichung"
"hxmm","台中好吃店","台式","4.7","(100+)","taichung"
"l2zo","這鍋我背 (台中東海店)","台式","4.5","(500+)","taichung"
"hxg1","萩韻午候","飲料","4.9","(500+)","taichung"
"wlek","熱血焦糖珍珠專賣店","飲料","4.8","(500+)","taichung"
"kv7h","來不及大腸包小腸","小吃","5","(2)","taichung"
"f6wg","上豐蔥抓餅 (大里成功店)","小吃","4.9","(500+)","taichung"
"uudd","九江城烤鴨 一鴨兩吃","中式","4.8","(100+)","taichung"
"vyal","阿寶鍋燒麵","台式","4.7","(100+)","taichung"
"u8dp","昇村烏龍麵","台式","4.8","(500+)","taichung"
"r5ah","澤洋綠豆沙","飲料","4.8","(100+)","taichung"
"vgvm","咻等ㄧㄟ東山鴨頭冰鎮滷味","小吃","5","(13)","taichung"
"b8pe","玉口香扁食園 (大里成功店)","台式","4.8","(4000+)","taichung"
"gcvw","工匠料理","日式","4.9","(100+)","taichung"
"mtri","良拌","台式","4.8","(1000+)","taichung"
"u9oo","水云黑糖剉冰","甜點","4.7","(1000+)","taichung"
"ty84","小巷子豆花 (東海藝術店)","甜點","4.8","(100+)","taichung"
"f7ws","瑪西所 (台中東海店)","韓式","4.8","(2000+)","taichung"
"mdom","就是炸雞-東海店","小吃","4.8","(100+)","taichung"
"kzlq","玥達人可麗餅 (東海新興店)","甜點","4.9","(6)","taichung"
"e2hd","職人牛排 (台中大雅店)","台式","4.9","(2000+)","taichung"
"j6am","玖玖食堂蓋飯專賣店 (台中東海店)","日式","4.8","(500+)","taichung"
"dxoo","東海湯翅大王","小吃","4.9","(100+)","taichung"
"wx57","拿坡里 (大雅店8323)","歐美","4.9","(1000+)","taichung"
"f7bk","高雄薏仁湯","甜點","4.6","(500+)","taichung"
"kqcg","南海茶道 (大雅民生店)","飲料","4.7","(2)","taichung"
"qtwi","迷豆MEDO飲品專賣店","飲料","4.8","(100+)","taichung"
"e5ri","林鍋燒","台式","4.7","(1000+)","taichung"
"p4fa","我想想（大里成功店）","飲料","4.9","(1000+)","taichung"
"vie8","一縷茶煙茶品烤翅專賣 (大雅中清店)","飲料","4.8","(61)","taichung"
"xr8k","BELLA貝拉甜品專賣 (台中大雅店)","甜點","4.9","(100+)","taichung"
"cjd8","香品鴨香飯","台式","4.8","(1000+)","taichung"
"mv0s","大漠蒙古麻辣燙 (大里成功店)","中式","4.8","(500+)","taichung"
"c9wm","微豆豆花 (台中大里店)","甜點","4.7","(100+)","taichung"
"zbzm","三福大腸蚵仔麵線","台式","4.9","(100+)","taichung"
"t993","阿鳳師魯肉燥飯 鮑魚湯·粥 (大雅雅環名店)","日式","4.7","(100+)","taichung"
"e6uh","大和川日式料理","日式","4.7","(3000+)","taichung"
"b8vg","傻師傅湯包 (台中東海店)","中式","4.8","(2000+)","taichung"
"b1ex","陳師傅牛肉麵大王","台式","4.7","(2000+)","taichung"
"n0ns","鍋之所 新潮流小火鍋 (台中大雅店)","台式","4.8","(100+)","taichung"
"bdd9","紅茶媽媽 (大雅雅環店)","飲料","4.5","(5)","taichung"
"def7","小澄市 (大里成功店)","飲料","4.8","(100+)","taichung"
"bdk2","曲媽媽牛肉麵","台式","4.8","(100+)","taichung"
"a2cx","すき家 Sukiya (台中軟體園區店)","日式","4.8","(5000+)","taichung"
"tx3u","琴水餃店","台式","4.7","(100+)","taichung"
"gc28","香現烤工坊 (烏日林新店)","甜點","4.9","(100+)","taichung"
"dh4g","軍茶 (大里鳳凰店)","飲料","4.9","(100+)","taichung"
"e1kn","金燄鐵板燒","台式","4.8","(1000+)","taichung"
"a33d","幸福水餃","台式","4.9","(89)","taichung"
"p5t6","松屋丼飯","日式","4.2","(100+)","taichung"
"ky7w","呷潤餅 (大里塗城店)","小吃","4.9","(100+)","taichung"
"a8sn","榮耀豆花 (台中大里店)","甜點","4.7","(1000+)","taichung"
"g96r","五棧燒臘","港式","4.6","(500+)","taichung"
"ab69","神林路老饕爌肉專賣","台式","2.2","(2)","taichung"
"a5c1","就這間 [星際手搖茶飲]","飲料","5","(47)","taichung"
"v2oy","慶雙囍酸辣粉重慶小麵","中式","4.6","(100+)","taichung"
"hnq3","朵安可 (台中龍井店)","飲料","5","(39)","taichung"
"io3n","桔義大利麵 (大里塗城店)","歐美","4.7","(100+)","taichung"
"e4td","古都台南擔仔麵","台式","4.8","(3000+)","taichung"
"v10z","井厚韻椪糖飲品專賣 (台中遊園總店)","飲料","5","(50)","taichung"
"z3bv","老先覺麻辣窯燒鍋 (台中龍井店)","台式","4.8","(1000+)","taichung"
"jlyd","Q-BAR健康茶飲","飲料","4.8","(100+)","taichung"
"xbqa","歐嚕嚕甜品","甜點","4.8","(100+)","taichung"
"adye","麟茶 Rui Lin Tea","飲料","4.9","(27)","taichung"
"h2k5","泰菁店泰式料理專賣","東南亞","5","(30)","taichung"
"n2na","烏日大麵館","台式","4.6","(500+)","taichung"
"e8rx","大台北羊肉羹 (台中塗城店)","台式","4.7","(500+)","taichung"
"eyoh","佳佳樂平價火鍋","台式","4.4","(100+)","taichung"
"a9ka","165巷弄咖啡","歐美","4.3","(76)","taichung"
"k1a6","斟好茶","飲料","5","(90)","taichung"
"avdo","一口茗茶","飲料","4.8","(100+)","taichung"
"hosk","KASGO咖司果經典紅茶 (大雅民生店)","飲料","4.9","(16)","taichung"
"l383","青邁冰品茶飲店","甜點","4.9","(500+)","taichung"
"t8lj","麻辣大腸麵線","小吃","4.8","(1000+)","taichung"
"f7w4","津津有未餐館(廣東粥/炒飯/炒麵)","台式","4.8","(500+)","taichung"
"b4yp","幸福越南美食","東南亞","4.6","(2000+)","taichung"
"jpc9","越式道地美食","東南亞","4","(100+)","taichung"
"v2fb","赤肉焿大王","台式","4.9","(1000+)","taichung"
"p1wy","零zero手作茶","飲料","4.9","(60)","taichung"
"bchf","金丰饌鐵板燒","台式","4.6","(500+)","taichung"
"ja8d","好日子手作-Good Day-","甜點","5","(19)","taichung"
"ylsn","錦州豆花","甜點","4.8","(100+)","taichung"
"tmqy","好好生活肉羹麵","台式","4.9","(58)","taichung"
"fy6t","52綠豆沙","飲料","5","(48)","taichung"
"dbqb","越爽口美食","東南亞","4.6","(100+)","taichung"
"d7rk","職茗地 (神岡社口本店)","飲料","4.9","(1000+)","taichung"
"ds2k","廖二哥小吃店","台式","4.6","(100+)","taichung"
"zx92","胖老爹美式炸雞 (大里塗城店)","歐美","4.8","(500+)","taichung"
"r2nt","阿亮臭豆腐（中正店）","小吃","4.8","(500+)","taichung"
"zwqc","福聚祥三十年老店創意炸食館","小吃","4.7","(75)","taichung"
"nydh","舒貓 Su purr","健康餐","4.9","(100+)","taichung"
"ix4x","木沐複合式餐飲｜豐仁冰","台式","4.7","(100+)","taichung"
"hjiz","布盧娜咖啡","歐美","4.9","(500+)","taichung"
"ni40","布萊德輕食小舖","台式","4.9","(100+)","taichung"
"xa9o","謝媽媽牛肉麵","台式","4","(14)","taichung"
"e3rf","志明牛肉麵店 (台中神岡店)","台式","4.7","(1000+)","taichung"
"q5b7","錨起來喝 (台中神岡店)","飲料","4.9","(500+)","taichung"
"fhz3","料理長嚴選","台式","4.9","(57)","taichung"
"tcrd","津旺大腸麵線","小吃","4.8","(500+)","taichung"
"r4mn","社口臭豆腐","小吃","4.7","(100+)","taichung"
"k5bb","Bubble Z阿偉飲品專賣店 (台中霧峰店)","飲料","4.9","(1000+)","taichung"
"x0vg","好了啦紅茶冰 (神岡中山店)","飲料","4.8","(100+)","taichung"
"hepb","燒破灶-豬軟骨麵、牛肉麵 (霧峰中正店)","台式","4.8","(100+)","taichung"
"bn24","囍联堂 (台中霧峰店)","台式","4.6","(100+)","taichung"
"q3au","荻荔思可朗芙Joy’s Delices","甜點","5","(4)","taichung"
"amog","丼味享 (台中霧峰店)","日式","4.8","(100+)","taichung"
"zv7m","加樂咖哩丼飯 (台中霧峰店)","日式","4.4","(16)","taichung"
"z2ki","四海遊龍 (台中豐南店)","台式","4.8","(2000+)","taichung"
"kzdf","吉蜂蒸餃霧峰店Apong商戰","台式","4.8","(500+)","taichung"
"sddw","義品義大利麵","歐美","4.9","(100+)","taichung"
"t8mp","煮給你 (台中霧峰店)","日式","4.8","(1000+)","taichung"
"i4x2","臻芯蔬食滷味","素食","4.6","(500+)","taichung"
"h3ie","四川百味冒菜","中式","4.8","(1000+)","taichung"
"fdvk","肉尬雞滷飯 (台中霧峰店)","台式","4.9","(500+)","taichung"
"h6w8","蔥姊妹蔥油餅","小吃","4.7","(100+)","taichung"
"m3nu","康青龍 (霧峰樹仁店)","飲料","4.9","(1000+)","taichung"
"d3xr","樂夫雞蛋糕","甜點","4.9","(500+)","taichung"
"grmz","姊妹臭豆腐","台式","4.8","(500+)","taichung"
"bxxi","鍋鼎鮮","台式","4.7","(100+)","taichung"
"u2v2","素喜素食麵線專賣","素食","4.9","(37)","taichung"
"n3sj","吳家紅茶冰 (大肚沙田店)","飲料","4.8","(500+)","taichung"
"b6fq","好茶日 (台中霧峰創始店)","飲料","4.8","(100+)","taichung"
"edxu","大三元鍋物 (台中霧峰店)","台式","4.8","(100+)","taichung"
"uxol","凱盛炒飯店","台式","4.8","(500+)","taichung"
"z2lt","1002 Cafe ＆ Shop","歐美","4.7","(100+)","taichung"
"tcut","買辣 樹仁店","小吃","5","(18)","taichung"
"d2vz","吉野烤肉飯 (霧峰樹仁店)","台式","4.7","(3000+)","taichung"
"svaq","六代目祖傳粉粿冰","甜點","4.8","(100+)","taichung"
"z8oo","甘丹豆花","甜點","4.8","(1000+)","taichung"
"xgq2","江媽媽水煎包","小吃","4.9","(86)","taichung"
"uie7","菓羽鹿","飲料","4.8","(100+)","taichung"
"d4nz","梅子豆花","甜點","4.8","(1000+)","taichung"
"b6dg","小佐お茶作 (霧峰中正店)","飲料","4.9","(2000+)","taichung"
"grs4","錫銘後山飯小吃飲","台式","5","(17)","taichung"
"n9v7","木瓜雙俠 (台中霧峰店)","飲料","4.5","(100+)","taichung"
"lkc7","小笠原カツ丼飯屋 (豐原育英店)","日式","5","(1)","taichung"
"epx8","潮州牛雜湯 二十年老店","台式","4.8","(100+)","taichung"
"b39o","吳家鴨香飯 (台中豐原店)","台式","4.8","(2000+)","taichung"
"wo13","饗烏龍 (台中豐原店)","日式","4.7","(100+)","taichung"
"tm8x","野藤島咖哩 (台中豐原店)","日式","4.8","(100+)","taichung"
"mr4p","涮一涮 MINI 即食鍋 (豐原育英店)","台式","4.7","(74)","taichung"
"hbmw","古都茶藝館","台式","4.8","(100+)","taichung"
"pxm3","雙饗丼 (豐原育英店)","日式","4.7","(1000+)","taichung"
"jg4a","富荷都手作館","日式","4.9","(16)","taichung"
"l9wt","饗吃丼 (台中豐原店)","日式","4.5","(2000+)","taichung"
"vl56","152新鮮屋","健康餐","5","(58)","taichung"
"hmb9","尚鮮海鮮麵","台式","4.9","(100+)","taichung"
"zg1o","鮮饌香精緻炒飯專賣店","台式","5","(11)","taichung"
"hhry","想來點丼飯 (台中豐原店)","日式","4.9","(100+)","taichung"
"xlid","莊師傅牛肉麵","台式","4.6","(100+)","taichung"
"jq0t","三食義大利麵","歐美","5","(1)","taichung"
"ytmt","百盛咖喱 (豐原育英店)","日式","4.7","(100+)","taichung"
"ggkx","小暮屋すきやき丼 (豐原育英店)","日式","4.6","(100+)","taichung"
"ky54","芋泥寶飽","甜點","4.9","(67)","taichung"
"zxbj","小虱ㄐ土虱&排骨 (沙鹿總店)","台式","4.6","(100+)","taichung"
"ki9l","阿奇小吃","台式","4.8","(100+)","taichung"
"lgtm","午後涼亭冰品豆花","甜點","4.9","(100+)","taichung"
"w7r2","想窩11餐旅館","台式","4.8","(100+)","taichung"
"htkg","阿義羊肉爐","台式","4.9","(70)","taichung"
"unto","葳士派","甜點","5","(45)","taichung"
"qoay","永福炸雞","小吃","5","(1)","taichung"
"pt3k","星星道地越南料理","東南亞","4.4","(26)","taichung"
"g23o","爺羮娘飯 (豐原保康店)","台式","4.4","(52)","taichung"
"f7gy","老先覺功夫窯燒鍋 (台中神岡MiNi店)","台式","4.4","(500+)","taichung"
"qg0r","五鮮級鍋物專賣 (豐原成功店)","台式","4.5","(100+)","taichung"
"k4gz","古早亭仙草甘茶 (大漢店)","飲料","4.6","(72)","taichung"
"b6et","黑木飲舖","飲料","4.9","(500+)","taichung"
"oysm","七烈原民烤肉飯","台式","4.5","(100+)","taichung"
"i291","翻白眼鬆餅-田心店","甜點","4.9","(100+)","taichung"
"kgow","洛洛手作豆花冰品","小吃","4.7","(100+)","taichung"
"fjqf","莊記剉冰豆花仙草甜品鍋燒意麵店","台式","4.9","(100+)","taichung"
"vbs3","八茶棧","飲料","4.5","(4)","taichung"
"kv3w","天奕創意料理咖啡","歐美","4.9","(100+)","taichung"
"pqav","白鬍泡泡 (台中沙鹿店)","飲料","4.9","(100+)","taichung"
"ap8t","香香小吃","台式","4.6","(500+)","taichung"
"miu8","社腳香腸伯餐車","小吃","5","(34)","taichung"
"iyj9","KìmNgọc越式料理","東南亞","4.9","(23)","taichung"
"l4ec","真心壽司","日式","4.7","(1000+)","taichung"
"c32s","可以可以地瓜球 (豐原店)","甜點","4.8","(68)","taichung"
"i1pv","定食8 (豐原家樂福店)","日式","4.8","(1000+)","taichung"
"kt6y","越南法國麵包工藝 (台中豐原店)","東南亞","4.8","(1000+)","taichung"
"z3mo","豐富旺魯肉飯","台式","4.7","(2000+)","taichung"
"qsrl","挑食麵。麵","歐美","4.8","(100+)","taichung"
"xrgb","阿威泰式小吃","東南亞","4.6","(100+)","taichung"
"ft3d","HAPPY製冰所","甜點","4.9","(100+)","taichung"
"t2nw","T4清茶達人 (豐原中山店)","飲料","4.9","(500+)","taichung"
"yrks","武林茶 (新豐家樂福)","飲料","5","(500+)","taichung"
"lpl0","橋邊上原味","台式","4.8","(500+)","taichung"
"u2g9","阿里山鐵道紅茶 (台中大肚店)","飲料","5","(3)","taichung"
"z7vu","日安87-9","歐美","4.7","(100+)","taichung"
"b3ke","異人館 (台中豐原店)","台式","4.8","(500+)","taichung"
"jfzw","魯辣辣 (台中豐原店)","小吃","4.9","(61)","taichung"
"wmkt","爸弟雞排 (豐原中正店)","小吃","4.7","(100+)","taichung"
"m4uf","牛家鄉牛肉麵水餃","台式","4.8","(66)","taichung"
"mj05","沐食海鮮鍋燒man","台式","3.9","(6)","taichung"
"n057","享豆花X熱甜湯","甜點","4.9","(53)","taichung"
"iols","粥魂 (豐原廟東店)","台式","4.4","(37)","taichung"
"f8ed","滑龍粥 (豐原廟東店)","台式","4.7","(2000+)","taichung"
"r3qa","冰封仙果 (台中豐原店)","甜點","4.7","(500+)","taichung"
"p4bt","計媽媽四川涼麵/麵食之家","中式","4.8","(100+)","taichung"
"z5mf","嚴雪雪花冰專賣店","甜點","4.7","(500+)","taichung"
"st7y","秘藏石鍋料理","台式","4.1","(22)","taichung"
"rnb4","新竹客家麵烤魚","台式","5","(24)","taichung"
"z8rp","豐原大滷桶&一品香香鍋","台式","4.9","(2000+)","taichung"
"dyka","品洋脆皮雞蛋糕 (台中豐原店)","甜點","4.8","(5)","taichung"
"j2tc","mama手作飯盒","台式","4.8","(5000+)","taichung"
"exzk","丁台麵店","台式","4.8","(100+)","taichung"
"exg4","黃金咖啡館","飲料","5","(30)","taichung"
"eell","老店頭魯肉麵 聽障的店","台式","4.7","(100+)","taichung"
"wohu","参元鍋燒麵粥本舖","台式","4.8","(500+)","taichung"
"tw52","豬大郎豬血糕 (台中豐原店)","小吃","4.9","(58)","taichung"
"x9go","糖心爆漿湯包","小吃","4.6","(100+)","taichung"
"xz5q","鼎味寶藍菠雞 (豐原南陽店)","小吃","5","(23)","taichung"
"o1gz","二良脆皮烤饅頭 (豐原店)","小吃","5","(84)","taichung"
"m1zk","楊董紅茶冰","飲料","4.7","(75)","taichung"
"u001","玉絨越南小吃","東南亞","4.8","(100+)","taichung"
"e0sh","沙拉船.元氣雞蛋糕","小吃","4.9","(500+)","taichung"
"k8wm","阿國師當歸鴨","台式","4.9","(100+)","taichung"
"szcg","豐中外省麵","台式","4.6","(83)","taichung"
"d5jj","水巷茶弄 (沙鹿靜宜店)","飲料","4.8","(2000+)","taichung"
"g4pl","老甕手工粉圓 (台中豐原店)","甜點","4.5","(100+)","taichung"
"ibei","台南擔仔麵 (豐原太平洋百貨店)","台式","4.8","(100+)","taichung"
"vway","愛玲越南小館","東南亞","4.7","(100+)","taichung"
"ag62","小慈鍋燒麵","台式","4.4","(500+)","taichung"
"z7xc","自己來紅茶鮮乳 (台中廟東店)","飲料","4.9","(100+)","taichung"
"b1kx","日光照茶房","台式","4.6","(100+)","taichung"
"nr7y","黑胡椒牛排館 (K哩平價系列)","台式","4.3","(100+)","taichung"
"l2ki","大豐原福州包","小吃","4.8","(500+)","taichung"
"a7xv","Toyohara Coffee Roasters","咖啡","4.9","(100+)","taichung"
"lmzh","廟東楊媽媽麻辣臭豆腐","小吃","4.7","(500+)","taichung"
"p5ks","李珍心綠豆沙專門店 (廟東總店)","飲料","4.9","(2000+)","taichung"
"iuq6","品香台韓鍋物","韓式","4.8","(100+)","taichung"
"brpl","微豆豆花 (台中靜宜店)","甜點","4.7","(100+)","taichung"
"o52e","Y.CUP白杯子(豐原廟東店)","飲料","4.9","(100+)","taichung"
"pwqe","郎港式鮮肉包","港式","4.9","(100+)","taichung"
"j9pa","T4 清茶達人 (廟東總店)","飲料","4.9","(1000+)","taichung"
"yviy","班長手工鮮肉包","小吃","4.9","(100+)","taichung"
"no4x","荳荳印尼商店","東南亞","3.9","(77)","taichung"
"dkds","北平金銀樓烤鴨 (台中豐原店)","中式","4.7","(81)","taichung"
"dyt5","紅蕃鐵板燒 (豐原太平洋百貨店)","台式","4.5","(68)","taichung"
"m635","雞仔燒廟東店 (豐原旗艦店)","甜點","4.9","(100+)","taichung"
"a6yz","廟東羅記菱角酥","甜點","4.8","(100+)","taichung"
"q4af","鹿兒角手作私茶 (台中沙鹿店)","飲料","4.9","(2000+)","taichung"
"b7bz","KLG炸雞 (台中靜宜店)","歐美","4.9","(4000+)","taichung"
"f0cg","須盡歡餐飲店(簡餐)","台式","4.8","(3000+)","taichung"
"t6av","歡歡滷肉飯","台式","4.8","(5000+)","taichung"
"cbyx","界香青草茶專賣店 (豐原上宜店)","飲料","4.8","(13)","taichung"
"vuvf","54二師兄","台式","4.5","(23)","taichung"
"v8en","醋頭家 (豐原三民店)","飲料","4.9","(1000+)","taichung"
"xlos","八廚職人弁当 (大肚沙田店)","日式","4.8","(500+)","taichung"
"vwh9","御澤屋鐵板料理(豐原太平洋百貨)","日式","4.8","(100+)","taichung"
"enus","弘拉麵","日式","4.8","(65)","taichung"
"l1fy","娜娜廚泰味店 (豐原太平洋百貨店)","東南亞","4.7","(100+)","taichung"
"npsk","鄉村紅茶冰 (台中豐東店)","飲料","4.7","(100+)","taichung"
"b5jv","瑪西所 (台中靜宜店)","韓式","4.7","(2000+)","taichung"
"b2bf","喵匠義式麵坊 (台中靜宜店)","歐美","4.5","(1000+)","taichung"
"st5h","樂享好食鍋物麻辣燙","台式","4.4","(41)","taichung"
"y83h","廟東泰緬泰式麵食","東南亞","5","(2)","taichung"
"yjzh","糕糕在尚韓式料理 (台中豐原店)","韓式","4.7","(100+)","taichung"
"xy2b","参拾找茶","飲料","4.7","(500+)","taichung"
"or4q","勝丼日式蓋飯","日式","4.9","(100+)","taichung"
"a3bi","澄品柴燒窯烤PIZZA","歐美","4.8","(1000+)","taichung"
"a5fl","讚不絕口 (大肚店)","台式","4.9","(2000+)","taichung"
"iaj9","沐鍋物","中式","4.7","(100+)","taichung"
"zyqy","珍煮丹 (台中豐原店)","飲料","4.6","(1000+)","taichung"
"om9f","豐原藥燉排骨","台式","4.7","(500+)","taichung"
"t1ga","歐客佬精品咖啡 (台中豐原店)","咖啡","4.7","(25)","taichung"
"ko4f","出櫃冷飲 (台中大肚店)","飲料","5","(100+)","taichung"
"h508","甜一夏義式冰淇淋","甜點","2.7","(44)","taichung"
"gzo2","森山仙草 (台中豐原店)","甜點","4.6","(100+)","taichung"
"j8e7","小佐お茶作 (豐原三民店)","飲料","5","(100+)","taichung"
"gezk","豚將拉麵 (台中沙鹿店)","日式","4.9","(100+)","taichung"
"lozj","腸室手作蒸食 (沙鹿總店)","小吃","4.6","(100+)","taichung"
"jh4q","21PLUS、21風味館 (豐原中正門市)","歐美","4.6","(1000+)","taichung"
"wms7","歐妞粥品 (台中豐原店)","台式","4.7","(100+)","taichung"
"f33h","釜燒亭鍋燒麵","台式","4.8","(1000+)","taichung"
"ewnw","惠新現炒","台式","4.7","(100+)","taichung"
"mtr4","D卡輕食餐盒","健康餐","4.8","(100+)","taichung"
"lvdm","釜 直火燒肉丼","日式","4.9","(100+)","taichung"
"bvje","小豬很忙蔬果滷味 (台中豐原店)","小吃","4.7","(500+)","taichung"
"d0po","口福香臭豆腐&李王麻辣鴨血 (台中沙鹿店)","小吃","4.8","(3000+)","taichung"
"z1ck","泉威布丁豆花(台中神岡五權店)","甜點","4.7","(500+)","taichung"
"c3ul","泰爸泰式料理","東南亞","4.3","(100+)","taichung"
"x136","日禾茶飲","飲料","4.5","(37)","taichung"
"z8og","甲竹園創意豬排料理 (台中豐原店)","台式","4.7","(1000+)","taichung"
"z3fu","Burger King 漢堡王 (台中豐原店)","歐美","4.8","(5000+)","taichung"
"q8mf","社頭花枝肉羹","台式","4.7","(1000+)","taichung"
"z2oe","夏立克綠豆沙專門","飲料","4.9","(2000+)","taichung"
"a0iq","咖哩食堂","日式","4.8","(500+)","taichung"
"wta0","老臣紅茶","飲料","4.8","(79)","taichung"
"g4bc","鼎茗紅茶冰 (神岡豐洲店)","飲料","5","(100+)","taichung"
"t70c","梁社漢排骨 (豐原向陽店)","台式","4.8","(1000+)","taichung"
"ww4y","蘋果堡親子早午餐","早餐","5","(37)","taichung"
"w82r","緣初菓茶 (霧峰亞大店)","飲料","4.9","(100+)","taichung"
"n1ou","大饌章魚燒 (台中豐原店)","日式","4.9","(500+)","taichung"
"sf5k","中投小吃部","台式","4.8","(100+)","taichung"
"lga2","熊讚精緻餐盒","台式","3.3","(3)","taichung"
"e1ui","微笑鯊魚","台式","4.8","(2000+)","taichung"
"f5wd","唯享時刻","台式","4.7","(100+)","taichung"
"q6q6","玉之屋精緻便當","台式","4.9","(49)","taichung"
"yt7z","田福鑫安 涼皮肉夾饃","中式","4.9","(52)","taichung"
"d6dw","米米港式小吃","港式","4.8","(1000+)","taichung"
"lh8z","心暖心雞蛋糕 (豐原環東店)","甜點","4.9","(100+)","taichung"
"ku9n","享食螺螄粉","中式","4.9","(16)","taichung"
"g92b","DATE漫漫茶沏","飲料","4","(40)","taichung"
"cmd7","古早味腿庫飯","台式","4.5","(500+)","taichung"
"iytl","薏心人甜品店","甜點","5","(24)","taichung"
"q4ry","飲茶小棧","台式","4.5","(100+)","taichung"
"qj0p","吉師父水餃","台式","4.8","(1000+)","taichung"
"yjfk","BAKUNG (霸宮)","飲料","4.9","(66)","taichung"
"a3ip","鳳茶人飲茶食堂","台式","4.8","(500+)","taichung"
"cftd","賀呷鍋燒麵","台式","4.9","(18)","taichung"
"uic8","鄉村漢堡中西式早餐店","早餐","4.8","(100+)","taichung"
"n5xd","后宮手作茶坊","飲料","4.9","(1000+)","taichung"
"hlk8","Mow Ke 茬嗜","飲料","5","(1)","taichung"
"luzb","臭美系長沙臭豆腐（豐勢店）","小吃","4.7","(96)","taichung"
"a3vs","吉品鐵板燒 (台中豐東店)","台式","4.8","(3000+)","taichung"
"ud3t","奇雞炸雞","歐美","4.8","(100+)","taichung"
"g2hb","斑鳩的窩 (愛買台中豐原店)","日式","4.8","(1000+)","taichung"
"xrlf","四媽自助餐店","台式","5","(3)","taichung"
"v8il","泰式打拋豬","東南亞","4.7","(57)","taichung"
"l4sp","雙囍-鳳梨冰 綠豆沙專門店（龍井創始總店）","飲料","4.8","(500+)","taichung"
"xxqq","大滷桶盒裝滷味 (豐原水源店)","小吃","2.3","(41)","taichung"
"cmnw","拾六茶舖鍋燒","台式","5","(13)","taichung"
"b0ll","聚釜風味鍋物","台式","4.6","(4000+)","taichung"
"u9xg","饗吃食堂 (原阿丹肉燥飯)","台式","4.8","(1000+)","taichung"
"d8vf","古早味鍋燒麵","台式","4.7","(1000+)","taichung"
"vzp1","珍香甘蔗雞","台式","4.9","(44)","taichung"
"vrpx","鎮南路糖炒栗子。老麵饅頭包子","小吃","4.9","(95)","taichung"
"c6q6","市場生魚片","日式","3.6","(16)","taichung"
"lgl8","阿舍赤肉羹","台式","4.7","(1000+)","taichung"
"plug","豐原廟東阿銘伯花生捲冰淇淋 (豐原水源店)","甜點","5","(100+)","taichung"
"vi93","KUP咖啡鬆餅吉拿棒","甜點","5","(22)","taichung"
"g2ll","順豐爌肉飯","台式","4.7","(100+)","taichung"
"kodw","鼎珍鴨香飯","台式","4.8","(2000+)","taichung"
"h5go","李記紅茶冰 (龍井茄投店)","飲料","5","(8)","taichung"
"b9ds","將門食堂","台式","4.7","(4000+)","taichung"
"xe41","阿杜皇家泰式料理 (台中沙鹿店)","東南亞","4.9","(500+)","taichung"
"uif7","沙鹿小熊木瓜牛奶店","甜點","4.6","(100+)","taichung"
"n1ca","尚石苑石頭火鍋專賣","台式","4.7","(1000+)","taichung"
"i44p","何佳佳蔥油餅 (台中鹿寮店)","小吃","5","(11)","taichung"
"lw53","阿雞師鹹水雞 (豐原大道店)","小吃","4.7","(15)","taichung"
"igjb","飯飯堂","日式","4.9","(30)","taichung"
"zkut","斑馬喫茶 (豐原三豐店)","飲料","5","(23)","taichung"
"d0rh","極點概念茶","飲料","4.7","(500+)","taichung"
"zmy1","邊吃邊喝-港式小食飲","港式","4.8","(100+)","taichung"
"bf7f","正好炒飯","台式","4.8","(1000+)","taichung"
"a8g9","八木鍋燒  粥品專賣","台式","4.6","(100+)","taichung"
