"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"x3om","鼎味軒鵝肉莊","台式","4.7","(5000+)","new-taipei-city"
"m1kk","8號飯館","台式","4.7","(100+)","new-taipei-city"
"x9ub","阿明油飯","小吃","4.6","(50)","new-taipei-city"
"i6r6","麵麵俱道","台式","4","(5)","new-taipei-city"
"bbix","阿嬤ㄟ豬腳飯","台式","4.4","(73)","new-taipei-city"
"d1ac","佳樂福早午餐","早餐","4.8","(3000+)","new-taipei-city"
"d6dz","阿榮小炒＆麻油雞","台式","4.4","(100+)","new-taipei-city"
"y4qr","香港洪記燒臘店 (新北板橋店)","港式","4.6","(5000+)","new-taipei-city"
"l5rg","吳記海產粥","台式","4.7","(500+)","new-taipei-city"
"p8ey","思源蚵仔麵線","小吃","4.7","(100+)","new-taipei-city"
"t0vt","霜江茶行 (新莊福樂店)","飲料","5","(100+)","new-taipei-city"
"a5py","法蘭素食","素食","4.8","(3000+)","new-taipei-city"
"s4xx","臘皇燒臘店 (板橋新海店)","港式","4.8","(68)","new-taipei-city"
"o1bf","Greek Farm 希臘優格工坊","健康餐","4.9","(52)","new-taipei-city"
"zmvc","餐盒研究室","健康餐","4.8","(500+)","new-taipei-city"
"b0q5","阿艷越南小吃","東南亞","4.2","(100+)","new-taipei-city"
"b9zr","來賓早餐店","早餐","4.6","(3000+)","new-taipei-city"
"z7w6","愛雞 土雞肉飯專賣店","台式","4.8","(100+)","new-taipei-city"
"zqmr","Candy複合式早午餐","早餐","4.8","(28)","new-taipei-city"
"c050","焱飯焱麵 (新莊福樂店)","台式","4.8","(15)","new-taipei-city"
"t4sp","149義大利麵","歐美","4.8","(500+)","new-taipei-city"
"kyco","玖捌食堂","台式","4.6","(100+)","new-taipei-city"
