"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"d6sm","榮昌甘記 (台南安中店)","台式","4.7","(2000+)","tainan"
"mcsm","小松台南町食事所","日式","4.8","(100+)","tainan"
"baxb","川叔叔特色風味","中式","4.2","(32)","tainan"
"tot1","老城門佰元鍋物-平價火鍋推薦","台式","4.8","(58)","tainan"
"mzvk","好好吃牛排","歐美","4.9","(83)","tainan"
"b9za","糖水塘雪淇紅茶 (台南仁德後壁店)","甜點","4.8","(500+)","tainan"
"mdj3","一飛沖天麻辣燙 (台南安南店)","小吃","4.9","(500+)","tainan"
"sb9w","玉媽的店","台式","5","(23)","tainan"
"m3dm","Q洟煙燻滷味 (安平總店)","小吃","4.8","(100+)","tainan"
"z3vc","男爵日式料理（凱撒盒子）","日式","4.8","(1000+)","tainan"
"a5vu","老全大腸蚵仔麵線 (台南郡平店)","小吃","4.6","(500+)","tainan"
"vk57","吾奶王 (台南總店)","飲料","5","(37)","tainan"
"a2qn","大腸蚵仔麵線 (台南仁德店)","小吃","4.7","(1000+)","tainan"
"m0tl","洪大福古早味挫冰","甜點","4.8","(100+)","tainan"
"mqhc","扒趴鴨炸物專賣 (安平劍獅店)","小吃","4.9","(47)","tainan"
"h7cv","健康水果店","健康餐","4.7","(100+)","tainan"
"af4j","和食庵","日式","4.5","(49)","tainan"
"a7y4","大鯊魚特色海鮮vs蒸氣海鮮桑拿鍋","台式","4.6","(100+)","tainan"
"ff7h","久之雞 (台南怡安店)","小吃","4.8","(100+)","tainan"
"qfgf","安南臭豆腐","小吃","5","(26)","tainan"
"xqt1","珍好味職人鍋物 (台南安平店)","台式","4.8","(100+)","tainan"
"yt9u","MaLa職人","台式","4.4","(3)","tainan"
"n4ur","淳菊堂 (安中品牌概念店)","飲料","5","(96)","tainan"
"q64u","阿財牛肉湯","台式","4.7","(100+)","tainan"
"mjbj","微平方-台南安平店","飲料","4.9","(100+)","tainan"
"v8cb","凱荳","台式","4.8","(100+)","tainan"
"zo6c","一飛沖天麻辣燙 (台南安平店)","小吃","4.5","(500+)","tainan"
"op2e","滿溢火鍋 (台南安南店)","台式","4.8","(100+)","tainan"
"g7kf","Karaage唐揚 (炸物工坊)","小吃","4.9","(100+)","tainan"
"cxir","哇炸鮮奶","小吃","3.5","(3)","tainan"
"cqxf","夏木川台灣茶飲 (歸仁民生店)","飲料","4.9","(100+)","tainan"
"k1yy","阿美鍋燒","台式","4.8","(500+)","tainan"
"y6c3","上海香酥雞 (台南郡平店)","小吃","4.9","(25)","tainan"
"gw9t","京和洋鍋燒 (台南安平店)","台式","3.9","(16)","tainan"
"ccpc","歸仁土地公臭豆腐","小吃","4.9","(100+)","tainan"
"cfv3","阿公沙茶爐","台式","4.9","(100+)","tainan"
"uofm","阿信海產店","台式","4.8","(100+)","tainan"
"tqw1","藝鍋物 (台南安和店)","台式","4.9","(73)","tainan"
"sw6d","雞雞叫-美式炸雞","歐美","5","(28)","tainan"
"f4ub","牛園火鍋 (台南安平店)","台式","4.9","(500+)","tainan"
"z9rs","鮮茶來樂","飲料","4.6","(100+)","tainan"
"krfu","五分田現沖茶飲 (台南安和店)","飲料","5","(14)","tainan"
"v2ro","晌時日飲","飲料","4.9","(87)","tainan"
"hs3l","伙鍋殿 (台南海佃店)","台式","4.7","(500+)","tainan"
"quvt","清清綠豆湯","甜點","4.4","(100+)","tainan"
"imj5","平安奶茶","飲料","4.7","(87)","tainan"
"mgyl","沐甜春子 (台南創始號)","飲料","4.8","(91)","tainan"
"qnxo","日森冰沙製造所","歐美","4.7","(84)","tainan"
"tnuo","犇牛排","台式","4.8","(52)","tainan"
"b8ey","雞仔店 脆皮鹹水雞","小吃","4.8","(500+)","tainan"
"d98j","佳吉祥當歸鴨","台式","4.7","(100+)","tainan"
"n3ib","鼎鼎大名火鍋｜素食｜鍋燒｜炒泡麵 專賣","台式","4.8","(4000+)","tainan"
"fwd0","澄香 • 鍋語 義大利麵","歐美","4.8","(100+)","tainan"
"sh2b","壹煎餃子 (台南北安店)","台式","4.7","(100+)","tainan"
"s7gd","吉來熱炒","台式","4.8","(2000+)","tainan"
"o35w","閣再來鍋燒意麵","台式","4.8","(41)","tainan"
"jvfd","品味鮮魚湯","台式","4.8","(500+)","tainan"
"tzjq","馥辛麻辣燙","小吃","4.9","(39)","tainan"
"a114","安平烤蚵x烤蚵吃到飽","台式","5","(4)","tainan"
"d7ob","夢想&夢饗","台式","4.7","(1000+)","tainan"
"cvxl","向前看 私房料理","健康餐","4.9","(27)","tainan"
"qdi5","秘境職人茶飲 (台南安和店)","飲料","5","(13)","tainan"
"kry0","有沒有牛肉麵","台式","4.9","(500+)","tainan"
"d7co","吽麥茶飲","飲料","4.8","(1000+)","tainan"
"jted","台灣番薯丸手作地瓜球 (台南歸仁店)","甜點","5","(16)","tainan"
"iih0","阿煌薑母鴨","台式","4.8","(500+)","tainan"
"vw8c","阿梅台越美食","東南亞","4.6","(84)","tainan"
"tdx2","亞舍紅茶冰","飲料","4.9","(100+)","tainan"
"zw97","穆納MUNA TEA HOUSE (台南安和店)","飲料","5","(500+)","tainan"
"pxui","旅人甜點 (台南安和店)","甜點","5","(100+)","tainan"
"mpai","茶步道茶飲","飲料","4.9","(500+)","tainan"
"dmyc","慕和茶屋 (海佃門市)","飲料","4.9","(54)","tainan"
"c5cd","嘟赫夯燒烤","小吃","4.9","(500+)","tainan"
"x3fs","癮茶","飲料","4.9","(89)","tainan"
"pmvp","Oh Hot噢辣麻辣燙 南洋麻辣店","台式","4.9","(64)","tainan"
"j2kv","麵面粥到 (台南歸仁店)","台式","5","(14)","tainan"
"mjb5","飲冰糖室","甜點","5","(23)","tainan"
"ja6s","舞雞鹹水雞","小吃","4.9","(100+)","tainan"
"nu1l","Happytime黑皮太-麵疙瘩專賣店","台式","4.7","(500+)","tainan"
"g3dv","俠客炸雞","小吃","4.8","(500+)","tainan"
"j63g","紳戶牛排小館 (台南本原店)","台式","4.8","(500+)","tainan"
"x0xi","御天然綠豆湯 (台南歸仁店)","甜點","4.9","(1000+)","tainan"
"sdw0","卡西法 No.46","歐美","4.9","(53)","tainan"
"cr7t","芒蕃樂水果切盤","甜點","4.9","(500+)","tainan"
"pwbr","313麵館","台式","4.7","(500+)","tainan"
"b9at","榮昌甘記麻辣燙","小吃","4.9","(1000+)","tainan"
"q7ta","安南羊肉","台式","4.8","(1000+)","tainan"
"xamy","九轉壽司","日式","5","(50)","tainan"
"m5qj","佳鼎鴨肉庄","台式","4.8","(500+)","tainan"
"fyat","BOSS炸雞工坊 (台南本淵店)","小吃","4.8","(1000+)","tainan"
"gl3v","溫蒂廚房","台式","4.9","(48)","tainan"
"ftx2","洁夏光年 吐司茶飲專賣 (台南總店)","飲料","5","(97)","tainan"
"us3h","饡鍋臭臭鍋 (台南灣裡店)","台式","4.9","(100+)","tainan"
"xt60","阿絨越南美食","東南亞","4.8","(1000+)","tainan"
"upl8","冰室貓","台式","4.9","(500+)","tainan"
"wask","御川香麻辣香干鍋 (台南歸仁店)","中式","4.7","(1000+)","tainan"
"mhfu","姐姐鮮果汁","健康餐","4.9","(100+)","tainan"
"eff7","麥當勞 (S509 仁德二仁店)","歐美","4.8","(5000+)","tainan"
"tamt","老猴 牛肉麵","台式","4.8","(100+)","tainan"
"c8yi","味佳豆花","甜點","4.9","(100+)","tainan"
"hp7k","馫魯味","小吃","4.6","(60)","tainan"
"nb3j","歸仁土虱嫂","台式","4.6","(100+)","tainan"
"ykct","閎彬釣蝦場","台式","4.8","(100+)","tainan"
"px23","包闘吆","歐美","4.6","(100+)","tainan"
"b3oi","九色醬燒大雞排 (台南嘉藥店)","小吃","4.8","(3000+)","tainan"
"v4ai","保安健康綠豆湯","甜點","4.9","(500+)","tainan"
"b2xd","大食客","台式","4.7","(1000+)","tainan"
"rnos","茶餘飯後","甜點","4.8","(100+)","tainan"
"b833","臺南豆漿大王","小吃","4.7","(100+)","tainan"
"kmdk","御茶軒茶飲 冰品專賣店","甜點","4.9","(78)","tainan"
"l9vz","京都豚骨拉麵","台式","4.8","(500+)","tainan"
"nn9l","茶樂道棧 (台南新化店)","飲料","4.7","(100+)","tainan"
"k7kr","大灣宏臭臭鍋（新化店）","台式","4.8","(500+)","tainan"
"xgze","萌虎點心港式燒賣 (台南新化店)","港式","5","(60)","tainan"
"b8vn","台一炸雞 (台南嘉藥店)","小吃","4.8","(100+)","tainan"
"g35u","極品關東煮","日式","4.7","(100+)","tainan"
"p51f","Ya!亮 宵夜店","台式","4.8","(100+)","tainan"
"nk9u","享到(晚餐宵夜)","台式","4.7","(500+)","tainan"
"l2b9","小平飯館","台式","4.6","(1000+)","tainan"
"ijq6","上河野鍋物 (仁德旗艦店)","台式","4.7","(42)","tainan"
"k5s6","向春行","小吃","4.8","(100+)","tainan"
"q7yd","張記海南雞飯 (MITSUI OUTLET PARK 台南)","東南亞","4.8","(100+)","tainan"
"vr2g","向八湁茶 SunbursTea (台南陽光店)","飲料","5","(50)","tainan"
"pclw","香品麻辣鴨血臭豆腐","台式","4.4","(98)","tainan"
"tw5u","水巷茶弄 (新市中正店)","飲料","4.9","(100+)","tainan"
"h1y5","GODIVA (MITSUI OUTLET PARK 台南)","甜點","5","(6)","tainan"
"ckft","台南蔡虱目魚專賣 (台南新市店)","台式","4.8","(100+)","tainan"
"g1pz","金子半之助 (MITSUI OUTLET PARK 台南)","日式","4.5","(27)","tainan"
"btro","YAYOI彌生軒 (MITSUI OUTLET PARK 台南)","日式","4.9","(100+)","tainan"
"ijvo","炸雞坊，鹹酥雞 (新市旗艦店)","小吃","4.7","(75)","tainan"
"fo1f","鍋就好臭臭鍋 (台南新化店)","台式","4.8","(500+)","tainan"
"cp3g","新市鮮來粥","台式","4.7","(100+)","tainan"
"ib0u","鮮食堂","台式","4.5","(100+)","tainan"
"c6oy","媽咪麵攤","台式","4.5","(500+)","tainan"
"aqm5","芋花 (台南新市店)","甜點","5","(6)","tainan"
"dpnt","Gapo tea 角鋪 (台��新市店)","飲料","4.9","(100+)","tainan"
"fnn3","美鮮廣東粥","台式","4.8","(500+)","tainan"
"aqac","風鳥堂 (台南歸仁店)","飲料","5","(100+)","tainan"
"equy","鍾永和豆漿","小吃","4.8","(100+)","tainan"
"d157","邱記碳烤 (台南新市店)","小吃","5","(50)","tainan"
"wjyz","駱先生義大利麵 (台南華興店)","歐美","4.8","(100+)","tainan"
"f5qi","汁男堂水果茶飲","飲料","5","(500+)","tainan"
"s685","Bella甜品專賣 (台南新市店)","甜點","4.7","(77)","tainan"
"hykc","大饌章魚小丸子","日式","5","(1)","tainan"
"mk7f","紅家莊青草茶&鮮切水果","甜點","4.9","(100+)","tainan"
"i7im","和稻屋海苔飯捲","台式","4.7","(1000+)","tainan"
"f4fc","香鍋裡辣干鍋店","小吃","4.8","(1000+)","tainan"
"l6yh","粒玉餐廳","飲料","5","(4)","tainan"
"f7nc","集香餐飲 (台南新市店)","台式","4.8","(1000+)","tainan"
"o9ix","巧自然","飲料","4.9","(500+)","tainan"
"qlhh","久凍馬嗲","台式","4.8","(100+)","tainan"
"z3yl","吳師傅魯味","小吃","4.4","(100+)","tainan"
"snex","姍臻海味冰舖","甜點","5","(3)","tainan"
"fu42","虎樺海產麵粥","台式","4.6","(43)","tainan"
"c3ss","澤軒 (台南新市店)","飲料","4.8","(100+)","tainan"
"i9s1","六本沐 (台南新市店)","飲料","4.9","(66)","tainan"
"f1ux","阿華生活茶飲 (台南新市店)","飲料","4.9","(1000+)","tainan"
"gpn7","丘森茶室 (台南新市店)","飲料","4.9","(68)","tainan"
"q39n","找學長食堂","歐美","5","(23)","tainan"
"dck9","TEATOP 第一味 (新市華興店)","飲料","5","(500+)","tainan"
"kgws","慕春職人茶飲 (台南新市店)","飲料","5","(500+)","tainan"
"i8h8","少年雞-脆皮炸雞","小吃","4.6","(100+)","tainan"
"k9g9","春宅 (台南新市店)","飲料","5","(100+)","tainan"
"xc0s","吉多多","歐美","4.9","(100+)","tainan"
"f0ap","鼎皇--熱炒.烤肉.小火鍋","台式","4.7","(1000+)","tainan"
"f9ou","茉芠茶","飲料","4.8","(100+)","tainan"
"sjb4","台灣陽雞炸物專賣店 (台南新市店)","小吃","4.5","(100+)","tainan"
"i2cn","二饌牛肉麵","台式","4.8","(1000+)","tainan"
"dva7","韓星炸雞 (台南關廟店)","小吃","4.9","(100+)","tainan"
"uilw","好了啦紅茶冰 (台南新市店)","飲料","4.9","(100+)","tainan"
"oyc8","666skr匠味鍋物","台式","4.9","(100+)","tainan"
"qd27","紅霸王麻辣燙","中式","5","(16)","tainan"
"ej1l","大上海香酥雞 (台南關廟店)","小吃","4.9","(500+)","tainan"
"o9w4","熊仔廚房","台式","4.8","(100+)","tainan"
"j00p","卜二哥鴨肉羹","台式","4.9","(100+)","tainan"
"j5fa","小熊家早午餐","台式","4.8","(1000+)","tainan"
"bib2","日茶DayTea (台南新市站)","飲料","4.9","(500+)","tainan"
"f3rw","真饌軒綠豆湯 (台南新市店)","甜點","4.9","(500+)","tainan"
"i922","元氣甜湯","甜點","3.1","(21)","tainan"
"r7e6","䅯䅯烤玉米","小吃","4.9","(100+)","tainan"
"h6im","夯城串烤","小吃","4.9","(19)","tainan"
"q5bu","小仁泉極品豆漿 (台南新市店)","甜點","4.8","(100+)","tainan"
"mz7a","關廟何記燒烤","日式","4.8","(25)","tainan"
"ze2w","甘乃滴冷泡飲 (關廟中山店)","飲料","4.8","(100+)","tainan"
"bewy","李厚台式燉湯","台式","4.9","(100+)","tainan"
"udqg","阿仁羊肉","台式","4.8","(100+)","tainan"
"avnw","武町日式丼飯","日式","4.7","(500+)","tainan"
"y44z","關廟咖啡豆子","台式","4.9","(1000+)","tainan"
"ble2","正好吃郭鹹酥雞 (台南關廟店)","小吃","4.5","(100+)","tainan"
"jxp4","新超級座釣蝦場","台式","4.8","(100+)","tainan"
"t5ds","大順羊肉","台式","4.9","(1000+)","tainan"
"o9eu","翁記複合式連鎖餐飲 (歸仁長榮店)","台式","4.3","(500+)","tainan"
"e59p","3弄8巷","甜點","4.9","(100+)","tainan"
"zj70","宵棧 (台南新市店)","台式","4.7","(500+)","tainan"
"umoz","關廟牛排","台式","4.9","(80)","tainan"
"lpr7","金茶伍手作茶飲 (台南關廟店)","飲料","4.9","(100+)","tainan"
"amfg","鮮喫粥 善化總店","台式","4.8","(100+)","tainan"
"cxzl","大窩與小宅義式餐廳 (大窩店)","歐美","4.9","(100+)","tainan"
"cmxq","泡湯吧三味關東煮 (陽光大道店)","日式","4.7","(100+)","tainan"
"cn4j","Kiss Pizza義大利美食專家 (台南LM店)","歐美","4.7","(96)","tainan"
"f8mz","一家拉麵ラーメン","日式","4.8","(1000+)","tainan"
"hhce","鬼匠拉麵2 (台南善化陽光店)","日式","4.8","(500+)","tainan"
"pazi","日出客棧-小農鮮乳 (善化光復店)","飲料","5","(55)","tainan"
"de9f","阿珠姨滷肉飯 (台南善化店)","台式","4.8","(100+)","tainan"
"hgdz","阿伶薑母鴨","台式","3.1","(15)","tainan"
"eqsq","恰克燒烤","小吃","4.5","(24)","tainan"
"kino","國王來了 皇家紅茶 (台南南科店)","飲料","5","(45)","tainan"
"w4v1","樹之間韓食X原未綠豆沙","韓式","4.8","(67)","tainan"
"f5jz","和味牛肉湯","台式","4.8","(500+)","tainan"
"xn1f","Nami米熱狗","小吃","4.9","(100+)","tainan"
"is3o","艋舺雞排 (台南善化店)","小吃","4.9","(100+)","tainan"
"o0va","佳吉祥當歸鴨 (台南西港店)","台式","4.8","(100+)","tainan"
"ke12","伶鹽水意麵","台式","4.8","(500+)","tainan"
"v5pn","壩頭關東煮","日式","4.7","(2000+)","tainan"
"pjhg","台灣楊雞創意炸物專賣店","小吃","4.7","(500+)","tainan"
"o1z8","恩廚飲食鬍鬚店","台式","4.7","(71)","tainan"
"n1kr","綠益複合式餐飲","台式","4.6","(1000+)","tainan"
"ptxa","鴨兑味善化店熱炒","台式","4.7","(500+)","tainan"
"f8ux","九鼎林豐 (台南善化店)","台式","4.8","(3000+)","tainan"
"d73u","大熊米戈","台式","4.9","(100+)","tainan"
"t5qm","雅饌廣東粥","中式","4.7","(1000+)","tainan"
"fe9a","阿福芙蓉蛋塔 冰火菠蘿","甜點","5","(49)","tainan"
"eqsm","人可喝茶 (台南善化店)","飲料","5","(100+)","tainan"
"i4ve","恩廚","台式","4.8","(100+)","tainan"
"t0kh","雞道_輝哥的店 鹽水雞/麻辣雞","小吃","4.9","(1000+)","tainan"
"j7vi","台灣第一家鹽酥雞 (台南善化店)","小吃","4.8","(5000+)","tainan"
"gdio","炸鷄大獅 (善化大同店)","台式","4.8","(100+)","tainan"
"nih3","夯東夯西燒烤專賣店","台式","4.5","(500+)","tainan"
"dwno","鬍鬚碳烤 (台南善化店)","小吃","4.9","(100+)","tainan"
"i8ws","玉竹根麵食館","台式","4.8","(2000+)","tainan"
"v8ny","宗戶食堂","台式","4.7","(500+)","tainan"
"f2uv","COMEBUY (台南善化店)","飲料","4.9","(1000+)","tainan"
"g7tf","嚐鮮虱目魚粥","台式","4.7","(1000+)","tainan"
"f2iz","八方緣櫻桃烤鴨庄","中式","4.9","(500+)","tainan"
"s9j0","美女&野獸雞排 (總店)","小吃","4.9","(1000+)","tainan"
"g3ry","粥全廣東粥 (台南善化店)","中式","4.8","(2000+)","tainan"
"vub4","香埕筒仔米糕 (台南創始店)","台式","4.9","(100)","tainan"
"u9hb","珍芋軒3Q凍圓 (台南善化店)","甜點","4.9","(1000+)","tainan"
"kcp0","九灶羊肉、海鮮、麻辣火鍋","台式","4.4","(100+)","tainan"
"ih3u","嗜麻殿麻辣炒乾鍋 (台南善化店)","中式","4.5","(5)","tainan"
"opo5","軍茶 (善化中正店)","飲料","4.7","(100+)","tainan"
"f7bj","王樣","日式","4.8","(2000+)","tainan"
"o3jw","黃記擔仔麵","台式","4.8","(500+)","tainan"
"q4bo","那個年代杏仁豆腐冰 (台南善化店)","甜點","4.8","(100+)","tainan"
"i7nv","魯米將滷味本舖 (台南善化店)","小吃","4.9","(1000+)","tainan"
"nder","厝內豆花","甜點","5","(10)","tainan"
"l3qk","佛都愛玉","甜點","4.7","(100+)","tainan"
"w66s","銀兩Silver Coin (台南善化店)","飲料","4.9","(93)","tainan"
"t8ic","奕食滷味","小吃","4.8","(500+)","tainan"
"p8b2","成功牛排 (台南佳里店)","台式","4.6","(99)","tainan"
"pw0p","漚汪阿娥海鮮意麵 (台南佳里店)","台式","4.8","(500+)","tainan"
"e5s4","陳記古早味食堂","中式","4.9","(52)","tainan"
"g8nl","吳師傅滷味 (台南佳里店)","小吃","4.8","(500+)","tainan"
"vn0s","八森鐵板燒","台式","4.8","(100+)","tainan"
"bete","霸王功夫雞專門店 (台南佳里店)","歐美","4.9","(12)","tainan"
"sbyr","宥仔鹹酥雞","小吃","4.1","(47)","tainan"
"s4pw","九野和日式麻辣鴛鴦鍋","日式","4.7","(500+)","tainan"
"f166","源琳木瓜牛奶","歐美","4","(31)","tainan"
"m8oy","巴豆夭百元美味鍋物 (佳里店)","台式","5","(11)","tainan"
"vixb","來佰億香菇肉焿","台式","4.5","(500+)","tainan"
"j190","森山牛肉湯","台式","4.9","(100+)","tainan"
"npfr","台灣第一家鹹酥雞 (台南佳里店)","小吃","4.6","(100+)","tainan"
"q2gp","御品紅豆","甜點","4.7","(500+)","tainan"
"aept","心喜手工茶 (台南佳里店)","飲料","4.9","(100+)","tainan"
"m5wm","老夫子牛肉麵 (台南佳里店)","台式","4.8","(2000+)","tainan"
"ymwq","米歐巴石鍋燒肉飯鍋燒","韓式","4.6","(100+)","tainan"
"v9om","台北魷魚羹","台式","4.9","(100+)","tainan"
"uabi","品豪複合式餐飲","台式","4.8","(500+)","tainan"
"cmmi","黃金美．食","日式","4.8","(500+)","tainan"
"g6sj","詠伯小館","台式","4.7","(3000+)","tainan"
"cq7n","吼搭Hoda Tea Shop (佳里延平店)","飲料","4.5","(13)","tainan"
"lst0","品豪腿庫飯","台式","4.8","(100+)","tainan"
"kl77","貴族世家 (台南佳里鮮饌館)","台式","4.7","(98)","tainan"
"k9ql","德鱔堂鱔魚意麵","台式","4.8","(500+)","tainan"
"yc0j","真心串燒本舖","小吃","5","(1)","tainan"
"u4kt","發仔食堂","歐美","4.9","(100+)","tainan"
"rhnl","福順","台式","4.7","(13)","tainan"
"qvl7","滿溢火鍋專賣店","台式","4.9","(500+)","tainan"
"q5fu","波記重慶酸辣粉鴨血臭豆腐","中式","4.8","(100+)","tainan"
"m3oc","翔美雪花冰｜鍋燒意麵｜麻豆美食 ｜ 30年老店","台式","4.8","(500+)","tainan"
"on52","熊家鍋燒","台式","4.6","(100+)","tainan"
"z70g","極品麻辣","小吃","4.2","(100+)","tainan"
"t637","第1佳香雞排","小吃","4.7","(500+)","tainan"
"ykqj","義darling麵","歐美","4.9","(100+)","tainan"
"sa7i","凱茶茶飲 (台南麻豆店)","韓式","4.8","(82)","tainan"
"x9kr","九湯屋日式拉麵 (台南麻豆店)","日式","4.9","(500+)","tainan"
"orar","非港式熊貓燒賣 (台南麻豆店)","小吃","4.5","(100+)","tainan"
"v5md","灃鹽水雞＆麻辣燙","小吃","4.8","(72)","tainan"
"voy5","Chu香酥雞與肉碳燒 (台南麻豆店)","台式","5","(21)","tainan"
"x5oe","究-SHO石燒拉麵 (台南麻豆貳店)","日式","4.6","(99)","tainan"
"s14s","老地方小館 (台南饌前店)","台式","4.8","(68)","tainan"
"qh4v","台南擔仔麵","台式","4.8","(500+)","tainan"
"m8zn","粥全廣東粥","中式","4.9","(500+)","tainan"
"h4cx","黃金比綠茶飲專賣店 (台南麻豆店)","飲料","4.9","(100+)","tainan"
"pnry","邱記平價炭烤 (台南麻豆店)","小吃","4.7","(49)","tainan"
"h3zq","好手沏紅茶冰 (台南麻豆店)","飲料","4.9","(100+)","tainan"
"l5r2","紅本紅 (麻豆興中店)","飲料","4.9","(100+)","tainan"
"ygg9","山豬炒飯·炒泡麵料理職人","台式","4.7","(500+)","tainan"
"mrwz","昌平炸雞王 (台南麻豆店)","歐美","4.7","(100+)","tainan"
"ix47","烤魚屋 (台南新營店)","台式","4.4","(9)","tainan"
"h5vg","達美樂Domino's (新營復興店)","歐美","4.8","(500+)","tainan"
"dvzg","王朝釣蝦場","台式","4.8","(100+)","tainan"
"byel","巧特思香酥三角骨","小吃","4.1","(45)","tainan"
"cvju","Pizza Hut必勝客披薩專賣店 (台南新營店)","歐美","5","(2)","tainan"
"j8uj","金茶伍手作茶飲 (台南新營店)","飲料","4.9","(1000+)","tainan"
"imnn","好津味羊肉店","台式","4.7","(100+)","tainan"
"xv8i","甯甯的店","台式","4.7","(500+)","tainan"
"o5p2","琪甯小店","台式","4.9","(31)","tainan"
"pv7y","夯啊俫","台式","5","(8)","tainan"
"qsyb","炒血快炒店(復興店)","台式","4.6","(100+)","tainan"
"bsxu","古厝時光","台式","4.9","(17)","tainan"
"qoxn","霸龍海鮮自助炭烤","台式","4.7","(24)","tainan"
"sn6r","老地方露天食堂","台式","4.4","(100+)","tainan"
"gmgt","上海香酥雞","小吃","4.4","(100+)","tainan"
"wtzo","半個鍋","台式","4.9","(8)","tainan"
"i5c3","豚將日本拉麵 (台南新營店)","日式","4.8","(90)","tainan"
"e8qa","柯家黑金豆干素食店","素食","4.9","(100+)","tainan"
"hjgb","牛之屋溫體牛肉","台式","4.6","(100+)","tainan"
"phq4","F16 美式炸雞 (台南新營總店)","歐美","5","(100+)","tainan"
"v2l5","金虎麵食館","台式","4.7","(100+)","tainan"
"ayq7","拾鼎香麻辣鴨血臭豆腐","小吃","4.7","(100+)","tainan"
"aivh","香茶道","飲料","4.9","(100+)","tainan"
"qhc8","勳-新進薑母鴨","台式","4.8","(72)","tainan"
"lr4y","九星級平價鍋物","台式","4.6","(100+)","tainan"
"jjj4","紅麥田優質原味炸雞 (台南新營店)","小吃","4.9","(100+)","tainan"
"zime","隱巷日式烤玉米 / 燒烤","小吃","4.5","(62)","tainan"
"e1jk","麻吉鹹水雞&麻辣雞","小吃","4.9","(1000+)","tainan"
"m43c","阿箴的店 草莓蛋吐司","台式","4.7","(79)","tainan"
"e4le","覇王塩酥鷄","小吃","4.7","(2000+)","tainan"
"x5vt","品香魷魚羹","台式","4.6","(100+)","tainan"
"yj92","餓魔食堂","日式","4.5","(60)","tainan"
"nzu2","釜山崔炸雞 (新營店)","韓式","4.7","(100+)","tainan"
"m1jn","食神滷味 (台南新營店)","小吃","4.8","(100+)","tainan"
"vd0n","品味宵夜","台式","4.8","(500+)","tainan"
"u2qb","肯得福香雞排","小吃","4.7","(100+)","tainan"
"g7be","吳家雞肉飯","小吃","5","(25)","tainan"
"pybm","Q大Q小茶飲","飲料","5","(32)","tainan"
"a6mf","一芳水果茶 (台南新營復興店)","飲料","4.9","(1000+)","tainan"
"oild","蔗一攤 (新營民權店)","飲料","4.9","(1000+)","tainan"
"ohv0","妙香茶飲","飲料","5","(100+)","tainan"
"atbt","月里米糕","台式","4.7","(100)","tainan"
"gnrj","老李米糕","台式","4.8","(100+)","tainan"
"xa50","熬鍋燒 (新營店)","台式","4.6","(100+)","tainan"
"fhic","那個宵夜","台式","4.4","(57)","tainan"
"mxws","吼搭Tea Shop","飲料","4.7","(100+)","tainan"
"oumi","深夜食堂","台式","4.4","(100+)","tainan"
"e0mx","日船章魚小丸子 (台南新營店)","日式","4.9","(1000+)","tainan"
"gicl","各式滷味小吃","小吃","5","(3)","tainan"
"nkb4","咕咕","台式","3.7","(17)","tainan"
"enrs","咔滋脆皮蔥油餅／火鍋／精選炸物","小吃","4.5","(68)","tainan"
"fvo9","Burger King 漢堡王 (新營三民店)","歐美","4.8","(500+)","tainan"
"j4pb","月之坊豆腐冰專賣店","甜點","5","(41)","tainan"
"ssl1","涮嘴現切甘草芭樂","甜點","5","(57)","tainan"
"jnmp","中埔劉烤肉","小吃","4","(6)","tainan"
"tnzn","三民廚房","台式","4.8","(100+)","tainan"
"s3ua","爭鮮迴轉壽司 (新營店)","日式","4.8","(2000+)","tainan"
"nggv","桂花田日本料理","日式","4.6","(100+)","tainan"
"h97r","戰鬥雞-油雞/醉雞 輕食 (台南新營店)","小吃","4.9","(500+)","tainan"
"j807","方脆臭豆腐","小吃","4.8","(54)","tainan"
"gpze","GAN&DAN手作冰菓湯圓專賣","甜點","4.8","(100+)","tainan"
"e2wq","ㄚ桂美食","台式","4.8","(1000+)","tainan"
"wu3y","瘋狗堡","歐美","4.7","(100+)","tainan"
"jc1f","餓瘋","歐美","4.8","(29)","tainan"
"scm2","軒味坊麻辣鴨血臭豆腐","台式","4.7","(100+)","tainan"
"e7pg","好手沏 (台南鹽水店)","飲料","4.9","(500+)","tainan"
"wda1","吳寶肉圓","小吃","5","(9)","tainan"
"e3cw","My鬆餅新營店","甜點","4.6","(100+)","tainan"
"v21y","第1佳鹹酥雞","小吃","4.8","(100+)","tainan"
"rvkg","六勝杯 (台南新營店)","飲料","4.9","(100+)","tainan"
"f5xb","龍鳳東大門韓國料理","韓式","4.7","(1000+)","tainan"
"cjqc","脆香雞","小吃","4.9","(500+)","tainan"
"s5vj","魚玄雞小店","台式","4.8","(1000+)","tainan"
"iocq","新營豆花","甜點","4.5","(100+)","tainan"
"byi9","八號有家烤魚","台式","4.9","(81)","tainan"
"c4qg","讚不絕口風味小火鍋 (台南新營店)","台式","4.6","(500+)","tainan"
"v0bn","來雞特香雞排","小吃","4.9","(100+)","tainan"
"e8ac","吳家紅茶冰 (新營中正店)","飲料","5","(500+)","tainan"
"r1wb","勇伯擔仔麵","台式","4.6","(500+)","tainan"
"qwh7","龍の茶","飲料","5","(11)","tainan"
"kogs","泰愛飯","東南亞","4.6","(100+)","tainan"
